# Time-averaged data for fix FMSD
# TimeStep c_CMSD[1] c_CMSD[2] c_CMSD[3] c_CMSD[4]
195400 134.82 132.364 133.008 400.192
195500 135.087 132.382 132.873 400.341
195600 135.262 132.225 132.837 400.324
195700 135.244 132.076 132.823 400.143
195800 135.409 132.397 132.844 400.65
195900 135.514 132.683 133.118 401.315
196000 135.592 132.742 133.359 401.693
196100 135.869 132.853 133.461 402.182
196200 136.157 132.912 133.633 402.702
196300 136.356 133.027 133.759 403.141
196400 136.443 133.401 133.78 403.624
196500 136.527 133.235 133.899 403.66
196600 136.497 133.139 133.853 403.489
196700 136.587 133.228 133.721 403.536
196800 136.777 133.341 133.881 403.999
196900 136.984 133.562 133.858 404.405
197000 137.293 133.612 133.809 404.714
197100 137.461 133.653 133.819 404.933
197200 137.486 133.631 133.841 404.959
197300 137.512 133.361 133.866 404.738
197400 137.613 133.388 133.851 404.853
197500 137.969 133.557 133.755 405.282
197600 137.988 133.896 133.917 405.801
197700 137.977 133.967 134.053 405.997
197800 138.219 134.166 134.143 406.528
197900 138.216 134.319 134.228 406.763
198000 138.223 134.305 134.228 406.756
198100 138.468 134.119 134.343 406.931
198200 138.552 134.232 134.543 407.327
198300 138.486 134.301 134.666 407.454
198400 138.553 134.248 134.986 407.787
198500 138.679 134.496 135.067 408.241
198600 138.66 134.71 134.919 408.29
198700 138.623 134.837 135.072 408.532
198800 138.696 135.02 135.251 408.967
198900 138.753 134.944 135.271 408.968
199000 138.705 134.919 135.251 408.875
199100 138.528 134.865 135.604 408.997
199200 138.575 134.757 135.764 409.096
199300 138.545 134.767 136.029 409.341
199400 138.766 134.925 136.117 409.808
199500 138.869 134.932 136.258 410.059
199600 138.877 134.862 136.228 409.967
199700 138.897 134.856 136.274 410.028
199800 139.08 134.908 136.259 410.247
199900 139.327 135.084 136.41 410.821
200000 139.479 135.235 136.366 411.08
200100 139.472 135.616 136.287 411.376
200200 139.605 135.575 136.224 411.404
200300 139.843 135.444 136.275 411.563
200400 139.846 135.656 136.396 411.897
200500 140.111 135.585 136.487 412.184
200600 140.142 135.442 136.826 412.41
200700 140.127 135.633 136.837 412.597
200800 140.207 135.683 136.777 412.666
200900 140.344 135.754 136.814 412.912
201000 140.084 135.545 136.986 412.615
201100 140.276 135.907 136.693 412.876
201200 140.371 135.729 136.674 412.774
201300 140.575 135.709 136.616 412.899
201400 140.682 135.737 136.937 413.355
201500 140.798 136.025 137.141 413.964
201600 140.879 136.343 137.276 414.497
201700 140.999 136.477 137.401 414.877
201800 140.975 136.553 137.178 414.706
201900 141.062 136.475 137.241 414.778
202000 141.285 136.315 137.283 414.884
202100 141.369 136.353 137.472 415.194
202200 141.416 136.4 137.728 415.544
